Category,Subcategory,Name,Scientific name,Life list date,Life list location,CA obsv (RG 7.3.24),Bay obsv (RG 7.3.24),Bay peak month,CA peak month,Notes
Flowering Plants,Monkeyflowers,Broadtooth Monkeyflower,Erythranthe latidens,#N/A,,19,4,,,
Flowering Plants,Monkeyflowers,Erythranthe bergeri,Erythranthe bergeri,#N/A,,19,0,,,
Mammals,Squirrels,Townsend's Chipmunk,Neotamias townsendii,#N/A,,19,0,,,
Mammals,True Sperm Whales,Sperm Whale,Physeter macrocephalus,#N/A,,19,18,,,
Moths,Buck & Io Moths,Velda Pine Moth,Coloradia velda,#N/A,,18,0,,,
Lizards,Collared Lizards,Cope's Leopard Lizard,Gambelia copeii,#N/A,,18,0,,,
Dragonflies,Emerald Dragonflies,Spiny Baskettail,Epitheca spinigera,#N/A,,18,0,,,
Nudibranchs,Flabellinidae,Bertsch's Aeolid,Edmundsella bertschi,#N/A,,18,0,,,
Flowering Plants,Lilies,Shuteye Peak Fawn Lily,Erythronium pluriflorum,#N/A,,18,0,,,
Newts & Salamanders,Lungless Salamanders,Tehachapi Slender Salamander,Batrachoseps stebbinsi,#N/A,,18,0,,,
Newts & Salamanders,Lungless Salamanders,Greenhorn Mountains Slender Salamander,Batrachoseps altasierrae,#N/A,,18,0,,,
Flowering Plants,Monkeyflowers,Thompson's Monkeyflower,Diplacus thompsonii,#N/A,,18,0,,,
Mammals,Mountain Beavers,Mountain Beaver,Aplodontia rufa,#N/A,,18,0,,,
Dragonflies,Skimmers,Cherry-faced Meadowhawk,Sympetrum internum,2024-07-21,CA-AB,18,0,,,
Mammals,Squirrels,Rock Squirrel,Otospermophilus variegatus,2024-04-08,US-CO,18,0,,,
Butterflies,Yellows & Sulphurs,Mexican Yellow,Abaeis mexicana,#N/A,,18,0,,,
Butterflies,Checkerspots & Anglewings,Anicia Checkerspot,Euphydryas anicia,#N/A,,17,0,,,
Flowering Plants,Clarkias,Mosquin's Clarkia,Clarkia mosquinii,#N/A,,17,0,,,
Nudibranchs,Dendrodorididae,Azine's Dorid,Dendrodoris azineae,#N/A,,17,0,,,
Newts & Salamanders,Lungless Salamanders,Inyo Mountains Salamander,Batrachoseps campi,#N/A,,17,0,,,
Newts & Salamanders,Lungless Salamanders,Shasta Salamander,Hydromantes shastae,#N/A,,17,0,,,
Lizards,Night Lizards,Sandstone Night Lizard,Xantusia gracilis,#N/A,,17,0,,,
Lizards,Phrynosomatid Lizards,Pygmy Short-horned Lizard,Phrynosoma douglasii,#N/A,,17,0,,,
Turles & Tortoises,Pond & Box Turtles,Peninsular Cooter,Pseudemys peninsularis,#N/A,,17,0,,,
Butterflies,True Metalmarks,Palmer's Metalmark,Apodemia palmerii,#N/A,,17,0,,,
Flowering Plants,Bellflowers,Eastwood's Bellflower,Ravenella angustiflora,#N/A,,16,11,,,
Nudibranchs,Tornatinidae,Acteocina inculta,Acteocina inculta,#N/A,,16,0,,,
Sea Stars,Biscuit Stars,Vermilion Star,Mediaster aequalis,#N/A,,15,0,,,
Flowering Plants,Hellebores & Trilliums,Smallflower Deathcamas,Toxicoscordion micranthum,#N/A,,15,3,,,
Moths,Sphinx Moths,Kern Primrose Sphinx,Euproserpinus euterpe,#N/A,,15,0,,,
Nudibranchs,Discodorididae,Mulliner's Dorid,Peltodoris mullineri,#N/A,,14,0,,,
Butterflies,Grass Skippers,Common Roadside-Skipper,Amblyscirtes vialis,#N/A,,14,1,,,
Damselflies,Narrow-winged Damselflies,Boreal Bluet,Enallagma boreale,#N/A,,14,1,,,
Turles & Tortoises,Pond & Box Turtles,Three-toed Box Turtle,Terrapene triunguis,#N/A,,14,4,,,
Butterflies,"Satyrs, Morphos, & Allies",Santa Cruz Island Wood-Nymph,Cercyonis hypoleuca,2024-06-16,US-CA,14,0,,,
Mammals,Shrews,Fog Shrew,Sorex sonomae,#N/A,,14,4,,,
Dragonflies,Skimmers,Filigree Skimmer,Pseudoleon superbus,#N/A,,14,0,,,
Flowering Plants,Threadplants,Slender Threadplant,Nemacladus gracilis,#N/A,,14,0,,,
Sea Stars,Asteriid Sea Stars,Tiger Star,Sclerasterias heteropaes,#N/A,,13,0,,,
Flowering Plants,Bellflowers,Sharsmith's Harebell,Ravenella sharsmithiae,#N/A,,13,13,,,
Flowering Plants,Bellflowers,Throatwort,Trachelium caeruleum,#N/A,,13,0,,,
Lizards,Dragons,Central Bearded Dragon,Pogona vitticeps,#N/A,,13,0,,,
Mammals,Kangaroo Rats & Pocket Mice,San Joaquin Pocket Mouse,Perognathus inornatus,#N/A,,13,2,,,
Flowering Plants,Lilies,Pilot Ridge Fawn Lily,Erythronium taylorii,#N/A,,13,0,,,
Flowering Plants,Lobelias,Californian Lobelia,Downingia elegans,#N/A,,13,0,,,
Newts & Salamanders,Lungless Salamanders,Fairview Slender Salamander,Batrachoseps bramei,#N/A,,13,0,,,
Mammals,New World Leaf-nosed Bats,California Leaf-nosed Bat,Macrotus californicus,#N/A,,13,0,,,
Nudibranchs,Onchidorididae,Brown Horned Dorid,Acanthodoris brunnea,#N/A,,13,0,,,
Flowering Plants,Orchids,Yosemite Bog Orchid,Platanthera yosemitensis,#N/A,,13,0,,,
Moths,Smerinthinae,Blinded Sphinx,Paonias excaecata,#N/A,,13,4,,,
Moths,Smerinthinae,Small-eyed Sphinx,Paonias myops,#N/A,,13,0,,,
Turles & Tortoises,Typical Sea Turtles,Olive Ridley Sea Turtle,Lepidochelys olivacea,#N/A,,13,9,,,
Sea Stars,Asteriid Sea Stars,Velcro Star,Stylasterias forreri,#N/A,,12,0,,,
Butterflies,Checkerspots & Anglewings,Bordered Patch,Chlosyne lacinia,2024-03-16,US-TX,12,0,,,
Snakes,Colubrid Snakes,Checkered Garter Snake,Thamnophis marcianus,#N/A,,12,0,,,
Nudibranchs,Dorididae,Picken's Dorid,Doris pickensi,#N/A,,12,0,,,
Mammals,Evening Bats,Fringed Myotis,Myotis thysanodes,#N/A,,12,1,,,
Mammals,Free-tailed Bats,Western Bonneted Bat,Eumops perotis,#N/A,,12,1,,,
Lizards,Glass & Alligator Lizards,Bakersfield Legless Lizard,Anniella grinnelli,#N/A,,12,0,,,
Flowering Plants,Lobelias,Cardinal Flower,Lobelia cardinalis,#N/A,,12,0,,,
Flowering Plants,Orchids,Slender Bog Orchid,Platanthera stricta,#N/A,,12,0,,,
Sea Stars,Poraniidae,Northeastern Pacific Sea Star,Poraniopsis inflata,#N/A,,12,0,,,
Butterflies,Spread-wing Skippers,MacNeill's Sootywing,Hesperopsis gracielae,#N/A,,12,0,,,
Nudibranchs,Aeolidiidae,Moss Landing Aeolid,Cerberilla mosslandica,#N/A,,11,4,,,
Nudibranchs,Aglajidae,Spotted Aglaja,Aglaja ocelligera,#N/A,,11,1,,,
Flowering Plants,Bellflowers,Bluebell of Scotland,Campanula rotundifolia,2023-09-06,NO-03,11,0,,,
Butterflies,Coppers,American Copper,Lycaena hypophlaeas,2024-06-26,US-RI,11,0,,,
Mammals,Evening Bats,Western Yellow Bat,Lasiurus xanthinus,#N/A,,11,0,,,
Lizards,Eyelid Geckos,Barefoot Banded Gecko,Coleonyx switaki,#N/A,,11,0,,,
Mammals,Mice & Rats,Southern Grasshopper Mouse,Onychomys torridus,#N/A,,11,0,,,
Flowering Plants,Lilies,Callahan's Mariposa Lily,Calochortus syntrophus,#N/A,,11,0,,,
Flowering Plants,Lobelias,Cascade Calicoflower,Downingia yina,#N/A,,11,0,,,
Damselflies,Narrow-winged Damselflies,Taiga Bluet,Coenagrion resolutum,#N/A,,11,0,,,
Lizards,Night Lizards,Baja California Night Lizard,Xantusia wigginsi,#N/A,,11,0,,,
Lizards,Phyllodactylid Geckos,Ringed Wall Gecko,Tarentola annularis,#N/A,,11,0,,,
Nudibranchs,Polyceridae,Modest Clown Dorid,Triopha modesta,#N/A,,11,0,,,
Mammals,Shrews,Ticul's Desert Shrew,Notiosorex tataticuli,#N/A,,11,0,,,
Flowering Plants,Threadplants,Chimney Creek Nemacladus,Nemacladus calcaratus,#N/A,,11,0,,,
Butterflies,Yellows & Sulphurs,Queen Alexandra’s Sulphur,Colias alexandra,2025-08-03,US-CO,11,0,,,
Nudibranchs,Aglajidae,Navanax polyalphos,Navanax polyalphos,#N/A,,10,0,,,
Flowering Plants,Clarkias,Northern Clarkia,Clarkia borealis,#N/A,,10,0,,,
Flowering Plants,Clarkias,Merced Clarkia,Clarkia lingulata,#N/A,,10,0,,,
Butterflies,Dicot Skippers,Western Cloudywing,Thorybes diversus,#N/A,,10,0,,,
Nudibranchs,Discodorididae,Sonora Dorid,Taringa aivica,#N/A,,10,0,,,
Moths,Emperor Moths,Walter's Silkmoth,Saturnia walterorum,#N/A,,10,0,,,
Mammals,Evening Bats,Long-legged Myotis,Myotis volans,#N/A,,10,0,,,
Mammals,Evening Bats,Western Small-footed Myotis,Myotis ciliolabrum,#N/A,,10,0,,,
Mammals,Free-tailed Bats,Pocketed Free-tailed Bat,Nyctinomops femorosaccus,#N/A,,10,0,,,
Mammals,Free-tailed Bats,Big Free-tailed Bat,Nyctinomops macrotis,#N/A,,10,0,,,
Lizards,Glass & Alligator Lizards,Panamint Alligator Lizard,Elgaria panamintina,#N/A,,10,0,,,
Lizards,Glass & Alligator Lizards,Big Spring Legless Lizard,Anniella campi,#N/A,,10,0,,,
Butterflies,Hairstreaks,Hoary Elfin,Callophrys polios,#N/A,,10,0,,,
Mammals,Kangaroo Rats & Pocket Mice,Panamint Kangaroo Rat,Dipodomys panamintinus,#N/A,,10,0,,,
Newts & Salamanders,Lungless Salamanders,Kern Plateau Slender Salamander,Batrachoseps robustus,#N/A,,10,0,,,
Flowering Plants,Monkeyflowers,Egg Lake Monkeyflower,Diplacus pygmaeus,#N/A,,10,0,,,
Mammals,Oceanic Dolphins,Striped Dolphin,Stenella coeruleoalba,#N/A,,10,1,,,
Dragonflies,Skimmers,Great Pondhawk,Erythemis vesiculosa,#N/A,,10,0,,,
Dragonflies,Skimmers,Striped Saddlebags,Tramea darwini,#N/A,,10,0,,,
Sea Stars,Solasterid Sun Stars,Striped Sun Star,Solaster stimpsoni,#N/A,,10,0,,,
Flowering Plants,Threadplants,Long-haired Threadplant,Nemacladus bellus,#N/A,,10,0,,,
