Category,Subcategory,Name,Scientific name,Life list date,CA obsv (RG 5.5.26),Bay obsv (RG 5.5.26),Peak,Other 1,Other 2,Notes,R1,R1 peak,R2,R2 peak,R3,R3 peak,Star,Marine
Nudibranchs,Doridina,Tanya's Dorid,Doris tanya,#N/A,71,0,,,,,,,,,,,,Yes
Salamanders,Lungless Salamanders,Shasta Black Salamander,Aneides iecanus,#N/A,71,0,,,,,,,,,,,,No
Dragonflies,Emerald Dragonflies,Mountain Emerald,Somatochlora semicircularis,#N/A,70,0,,,,,,,,,,,,No
Flowers,Threadplants,Owens Valley Threadplant,Nemacladus matsonii,#N/A,70,0,,,,,SNE,6,,,,,,No
Snakes,Colubrid Snakes,Ground Snake,Sonora semiannulata,#N/A,69,0,,,,,,,,,,,,No
Moths,Buck & Io Moths,Nuttall's Sheep Moth,Hemileuca nuttalli,#N/A,68,0,,,,,,,,,,,,No
Nudibranchs,Cladobranchia,Hamann's Aeolid,Cuthona hamanni,#N/A,68,0,,,,,,,,,,,,Yes
Flowers,Violets,Baker's Violet,Viola bakeri,#N/A,67,0,,,,,,,,,,,,No
Snakes,Boas,Southern Rubber Boa,Charina umbratica,#N/A,67,0,,,,,,,,,,,,No
Butterflies,Checkerspots & Anglewings,Sierra Nevada Checkerspot,Chlosyne whitneyi,#N/A,65,0,,,,,,,,,,,,No
Flowers,Threadplants,Combleaf Threadplant,Nemacladus pinnatifidus,#N/A,65,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Limestone Monkeyflower,Erythranthe calcicola,#N/A,64,0,,,,,,,,,,,,No
Flowers,Clarkia,Prostrate Clarkia,Clarkia prostrata,#N/A,63,0,,,,,,,,,,,,No
Flowers,Threadplants,Eastwood's Threadplant,Nemacladus eastwoodiae,#N/A,63,0,,,,,,,,,,,,No
Damselflies,Spreadwings & Allies,Northern Spreadwing,Lestes disjunctus,2024-09-02,238,55,,,,,,,,,,,,No
Flowers,True Lilies,Greenhorn Fritillary,Fritillaria brandegeei,#N/A,63,0,,,,,,,,,,,,No
Damselflies,Spreadwings & Allies,Lyre-tipped Spreadwing,Lestes unguiculatus,#N/A,62,0,,,,,,,,,,,,No
Mammals,Pocket Mice,Desert Pocket Mouse,Chaetodipus penicillatus,#N/A,62,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Shasta Limestone Monkeyflower,Erythranthe taylorii,#N/A,60,0,,,,,,,,,,,,No
Flowers,Bellflowers,Scouler's Harebell,Campanula scouleri,#N/A,59,0,,,,,,,,,,,,No
Flowers,Clarkia,Mildred's Clarkia,Clarkia mildrediae,#N/A,57,0,,,,,,,,,,,,No
Butterflies,Hairstreaks,Avalon Scrub-Hairstreak,Strymon avalona,#N/A,56,0,,,,,,,,,,,,No
Dragonflies,Darners,Paddle-tailed Darner,Aeshna palmata,2024-07-18,228,35,,,,,,,,,,,,No
Butterflies,Whites,Western White,Pontia occidentalis,2023-08-05,228,0,,,,,,,,,,,,No
Nudibranchs,Doridina,Picken's Dorid,Doris pickensi,#N/A,56,0,,,,,,,,,,,,Yes
Birds,Passerines,Black-capped Chickadee,Poecile atricapillus,2022-02-18,227,0,,,,,,,,,,,,
Salamanders,Lungless Salamanders,San Gabriel Slender Salamander,Batrachoseps gabrieli,#N/A,56,0,,,,,,,,,,,,No
Butterflies,Grass Skippers,Columbian Skipper,Hesperia columbia,2025-04-18,225,139,,,,,,,,,,,,No
Damselflies,Broad-winged,River Jewelwing,Calopteryx aequabilis,#N/A,55,0,,,,,,,,,,,,No
Butterflies,Blues,Arrowhead Blue,Glaucopsyche piasus,2026-06-10,224,0,,,,,SNE,6,,,,,,No
Flowers,Mariposa Lilies,Long-haired Star-Tulip,Calochortus longebarbatus,#N/A,55,0,,,,,,,,,,,,No
Mammals,Hares & Rabbits,Mountain Cottontail,Sylvilagus nuttallii,2025-08-03,223,0,,,,,,,,,,,,No
Flowers,True Lilies,Tuolumne Fawn Lily,Erythronium tuolumnense,#N/A,55,0,,,,,,,,,,,,No
Flowers,Beardtongues,Parish's Penstemon,Parish's Penstemon,#N/A,55,0,,,,,,,,,,,,
Flowers,Orchids,Coleman's Rein Orchid,Platanthera colemanii,#N/A,54,0,,,,,,,,,,,,No
Flowers,Beardtongues,White-margined Beardtongue,Penstemon albomarginatus,#N/A,54,0,,,,,,,,,,,,
Mammals,Squirrels,Long-eared Chipmunk,Neotamias quadrimaculatus,2024-09-20,219,0,,,,,,,,,,,,No
Butterflies,Checkerspots & Anglewings,Oreas Comma,Polygonia oreas,2024-08-20,216,139,,,,,,,,,,,,No
Snakes,Vipers,Western Diamond-backed Rattlesnake,Crotalus atrox,2022-05-01,216,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Vandenberg Monkeyflower,Diplacus vandenbergensis,#N/A,53,0,,,,,,,,,,,,No
Flowers,Violets,Felt-leaved Violet,Viola tomentosa,#N/A,52,0,,,,,,,,,,,,No
Lizards,Typical Geckos,Indo-Pacific House Gecko,Hemidactylus garnotii,#N/A,52,0,,,,,,,,,,,,No
Flowers,Clarkia,Davy's Clarkia,Clarkia davyi,2026-06-28,209,194,,,,,SnFrB,6,,,,,Yes,No
Butterflies,Hairstreaks,Johnson’s Hairstreak,Callophrys johnsoni,#N/A,50,0,,,,,,,,,,,,No
Dragonflies,Clubtails,Great Basin Snaketail,Ophiogomphus morrisoni,#N/A,50,0,,,,,,,,,,,,No
Butterflies,Satyrs & Morphos,Ridings' Satyr,Oeneis ridingsii,#N/A,49,0,,,,,,,,,,,,No
Mammals,Rorquals,Fin Whale,Balaenoptera physalus,2024-08-31,206,104,,,,,,,,,,,,Yes
Flowers,Mariposa Lilies,Panamint Mariposa Lily,Calochortus panamintensis,#N/A,49,0,,,,,,,,,,,,No
Dragonflies,Skimmers,Crimson-ringed Whiteface,Leucorrhinia glacialis,2024-07-16,205,0,,,,,,,,,,,,No
Mammals,Squirrels,Alpine Chipmunk,Neotamias alpinus,#N/A,49,0,,,,,,,,,,,,No
Birds,Raptors,Flammulated Owl,Psiloscops flammeolus,#N/A,48,0,,,,,,,,,,,,No
Flowers,True Lilies,Shuteye Peak Fawn Lily,Erythronium pluriflorum,#N/A,48,0,,,,,,,,,,,,No
Flowers,Clarkia,Springville Clarkia,Clarkia springvillensis,#N/A,47,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Sonora Pass Monkeyflower,Erythranthe howaldiae,#N/A,47,0,,,,,,,,,,,,No
Butterflies,Coppers,Mariposa Copper,Tharsalea mariposa,2023-10-14,200,0,,,,,,,,,,,,No
Lizards,Typical Geckos,Flat-tailed House Gecko,Hemidactylus platyurus,#N/A,47,0,,,,,,,,,,,,No
Butterflies,Blues,Small Blue,Philotiella speciosa,#N/A,46,0,,,,,,,,,,,,No
Damselflies,Narrow-winged,Double-striped Bluet,Enallagma basidens,#N/A,45,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Siskiyou Mountains Salamander,Plethodon stormi,#N/A,45,0,,,,,,,,,,,,No
Butterflies,Checkerspots & Anglewings,Snowberry Checkerspot,Euphydryas colon,#N/A,44,0,,,,,,,,,,,,No
Butterflies,Fritillaries & Longwings,Nokomis Fritillary,Argynnis nokomis,#N/A,44,0,,,,,,,,,,,,No
Butterflies,Yellows & Sulphurs,Southern Dogface,Zerene cesonia,#N/A,44,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Carson Valley Monkeyflower,Erythranthe carsonensis,#N/A,44,0,,,,,,,,,,,,No
Dragonflies,Emerald Dragonflies,Beaverpond Baskettail,Epitheca canis,2026-04-26,192,113,,,,,,,,,,,,No
Mammals,Squirrels,Mohave Ground Squirrel,Xerospermophilus mohavensis,#N/A,44,0,,,,,,,,,,,,No
Butterflies,Checkerspots & Anglewings,California Crescent,Phyciodes orseis,#N/A,43,0,,,,,,,,,,,,No
Butterflies,Grass Skippers,Yucca Giant-Skipper,Megathymus yuccae,#N/A,43,0,,,,,,,,,,,,No
Butterflies,Grass Skippers,Alkali Skipper,Pseudocopaeodes eunus,#N/A,43,0,,,,,,,,,,,,No
Butterflies,Spread-wing Skippers,Arizona Powdered-Skipper,Systasea zampa,#N/A,43,0,,,,,,,,,,,,No
Dragonflies,Clubtails,Russet-tipped Clubtail,Stylurus plagiatus,#N/A,43,0,,,,,,,,,,,,No
Flowers,Clarkia,Lassen Clarkia,Clarkia lassenensis,#N/A,42,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Pennell’s Panther,Erythranthe pardalis,#N/A,42,0,,,,,,,,,,,,No
Damselflies,Narrow-winged,Sedge Sprite,Nehalennia irene,2024-07-20,185,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Hell Hollow Slender Salamander,Batrachoseps diabolicus,#N/A,42,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Scott Bar Salamander,Plethodon asupak,#N/A,42,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Limestone Salamander,Hydromantes brunus,#N/A,42,0,,,,,,,,,,,,No
Butterflies,Hairstreaks,Western Sooty Hairstreak,Satyrium fuliginosa,#N/A,41,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Viscid Monkeyflower,Diplacus viscidus,#N/A,41,0,,,,,,,,,,,,No
Flowers,Violets,Primrose-leaved Violet,Viola primulifolia,#N/A,41,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Yellow-lip Pansy Monkeyflower,Diplacus pulchellus,2026-06-10,179,0,,,,,,,,,,,,No
Butterflies,Blues,Mojave Blue,Euphilotes mojave,#N/A,40,0,,,,,,,,,,,,No
Butterflies,Blues,San Emigdio Blue,Plebulina emigdionis,#N/A,40,0,,,,,,,,,,,,No
Flowers,True Lilies,Giant White Fawn Lily,Erythronium oregonum,#N/A,40,0,,,,,,,,,,,,No
Birds,Other Birds,Inca Dove,Columbina inca,2022-04-29,174,0,,,,,,,,,,,,
Mammals,Squirrels,Siskiyou Chipmunk,Neotamias siskiyou,#N/A,40,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Dunn's Salamander,Plethodon dunni,#N/A,40,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Clouded Salamander,Aneides ferreus,#N/A,40,0,,,,,,,,,,,,No
Damselflies,Spreadwings & Allies,Black Spreadwing,Lestes stultus,2025-06-22,172,107,,,,,,,,,,,,No
Butterflies,Grass Skippers,Ochlodes santacruza,Ochlodes santacruza,#N/A,39,0,,,,,,,,,,,,No
Dragonflies,Clubtails,Brimstone Clubtail,Stylurus intricatus,#N/A,39,0,,,,,,,,,,,,No
Flowers,Orchids,Languid Ladies'-Tresses,Spiranthes perexilis,#N/A,39,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Slender-stalked Monkeyflower,Erythranthe gracilipes,#N/A,38,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Lewis' Monkeyflower,Erythranthe lewisii,#N/A,38,0,,,,,,,,,,,,No
Mammals,Canids,Gray Wolf,Canis lupus,#N/A,38,0,,,,,,,,,,,,No
Butterflies,Grass Skippers,Dun Skipper,Euphyes vestris,2024-06-27,166,50,,,,,,,,,,,,No
Damselflies,Narrow-winged,Alkali Bluet,Enallagma clausum,#N/A,37,0,,,,,,,,,,,,No
Butterflies,Fritillaries & Longwings,Great Spangled Fritillary,Argynnis cybele,2024-07-19,165,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Fern-leaved Monkeyflower,Erythranthe filicifolia,#N/A,36,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Greenhorn Mountains Slender Salamander,Batrachoseps altasierrae,#N/A,35,0,,,,,,,,,,,,No
Mammals,Moles & Desmans,Coast Mole,Scapanus orarius,#N/A,33,0,,,,,,,,,,,,No
Damselflies,Narrow-winged,River Bluet,Enallagma anna,#N/A,32,0,,,,,,,,,,,,No
Flowers,Mariposa Lilies,Greene's Mariposa Lily,Calochortus greenei,#N/A,32,0,,,,,,,,,,,,No
Flowers,True Lilies,Western Lily,Lilium occidentale,#N/A,32,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,San Simeon Slender Salamander,Batrachoseps incognitus,#N/A,32,0,,,,,,,,,,,,No
Damselflies,Narrow-winged,Powdered Dancer,Argia moesta,2024-07-02,163,0,,,,,,,,,,,,No
Flowers,Mariposa Lilies,Callahan's Mariposa Lily,Calochortus syntrophus,#N/A,31,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Compact Monkeyflower,Diplacus compactus,#N/A,31,0,,,,,,,,,,,,No
Mammals,Pocket Gophers,Mountain Pocket Gopher,Thomomys monticolus,#N/A,31,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Lesser Slender Salamander,Batrachoseps minor,#N/A,31,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Sierra Nevada Monkeyflower,Erythranthe sierrae,#N/A,30,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Tehachapi Slender Salamander,Batrachoseps stebbinsi,#N/A,30,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Shasta Salamander,Hydromantes shastae,#N/A,29,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Kings River Monkeyflower,Erythranthe acutidens,#N/A,28,0,,,,,,,,,,,,No
Frogs & Toads,North American Spadefoots,Couch's Spadefoot,Scaphiopus couchii,#N/A,28,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Rattan's Monkeyflower,Diplacus rattanii,2026-05-30,159,136,,,,Quill Hollow Ranch County Park (Santa Cruz),SnFrB,5,,,,,,No
Lizards,Typical Geckos,Keeled Rock Gecko,Cyrtopodion scabrum,#N/A,28,0,,,,,,,,,,,,No
Damselflies,Narrow-winged,Taiga Bluet,Coenagrion resolutum,#N/A,27,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,San Bernardino Mountains Monkeyflower,Erythranthe exigua,#N/A,27,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Kaweah Monkeyflower,Erythranthe norrisii,#N/A,27,0,,,,,,,,,,,,No
Butterflies,Hairstreaks,Satyrium dryope,Satyrium dryope,#N/A,26,0,,,,,,,,,,,,No
Dragonflies,Skimmers,Filigree Skimmer,Pseudoleon superbus,#N/A,26,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Ephemeral Monkeyflower,Erythranthe inflatula,#N/A,26,0,,,,,,,,,,,,No
Flowers,True Lilies,Kaweah Fawn Lily,Erythronium pusaterii,#N/A,26,0,,,,,,,,,,,,No
Birds,Passerines,Brown-crested Flycatcher,Myiarchus tyrannulus,2022-04-28,151,0,,,,,,,,,,,,
Frogs & Toads,True Toads,Great Plains Toad,Anaxyrus cognatus,#N/A,26,0,,,,,,,,,,,,No
Lizards,Glass & Alligator Lizards,Bakersfield Legless Lizard,Anniella grinnelli,#N/A,26,0,,,,,,,,,,,,No
Butterflies,Satyrs & Morphos,Small Wood-Nymph,Cercyonis oetus,2023-08-06,150,0,,,,,,,,,,,,No
Lizards,Phrynosomatid Lizards,Pygmy Short-horned Lizard,Phrynosoma douglasii,#N/A,26,0,,,,,,,,,,,,No
Dragonflies,Darners,Shadow Darner,Aeshna umbrosa,2024-09-21,149,21,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Inyo Mountains Salamander,Batrachoseps campi,#N/A,26,0,,,,,,,,,,,,No
Damselflies,Narrow-winged,Citrine Forktail,Ischnura hastata,#N/A,25,0,,,,,,,,,,,,No
Flowers,Hellebores & Trilliums,Smallflower Deathcamas,Toxicoscordion fontanum,2026-04-10,148,140,,,,,,,,,,,,No
Flowers,Clarkia,Kern River Clarkia,Clarkia exilis,#N/A,25,0,,,,,,,,,,,,No
Butterflies,True Metalmarks,Palmer's Metalmark,Apodemia palmerii,#N/A,24,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Serpentine Canyon Monkeyflower,Erythranthe percaulis,#N/A,24,0,,,,,,,,,,,,No
Flowers,Violets,Alpine Marsh Violet,Viola palustris,#N/A,23,0,,,,,,,,,,,,No
Butterflies,Dicot Skippers,Nevada Cloudywing,Cecropterus nevada,2023-08-06,145,0,,,,,,,,,,,,No
Mammals,Squirrels,Townsend's Chipmunk,Neotamias townsendii,#N/A,22,0,,,,,,,,,,,,No
Butterflies,Parnassians,Rocky Mountain Parnassian,Parnassius smintheus,2025-08-01,144,0,,,,,,,,,,,,No
Butterflies,Grass Skippers,Nevada Skipper,Hesperia nevada,#N/A,20,0,,,,,,,,,,,,No
Birds,Other Birds,Black Swift,Cypseloides niger,2024-01-17,142,31,,,,,,,,,,,,
Dragonflies,Emerald Dragonflies,Spiny Baskettail,Epitheca spinigera,#N/A,20,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Tinytooter Monkeyflower,Erythranthe cordata,#N/A,20,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Slender-stemmed Monkeyflower,Erythranthe filicaulis,2026-06-10,140,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Willis’s Monkeyflower,Erythranthe willisii,#N/A,20,0,,,,,,,,,,,,No
Flowers,Violets,Northern Bog Violet,Viola nephrophylla,#N/A,20,0,,,,,,,,,,,,No
Lizards,Glass & Alligator Lizards,Big Spring Legless Lizard,Anniella campi,#N/A,20,0,,,,,,,,,,,,No
Lizards,Night Lizards,Sandstone Night Lizard,Xantusia gracilis,#N/A,20,0,,,,,,,,,,,,No
Mammals,Squirrels,Yellow-pine Chipmunk,Neotamias amoenus,2024-07-19,135,0,,,,,,,,,,,,No
Mammals,Pocket Gophers,Southern California Pocket Gopher,Megascapheus nigricans,#N/A,20,0,,,,,,,,,,,,No
Mammals,Shrews,Ticul’s Desert Shrew,Notiosorex tataticuli,#N/A,20,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Sequoia Slender Salamander,Batrachoseps kawia,#N/A,20,0,,,,,,,,,,,,No
Butterflies,Yellows & Sulphurs,Mexican Yellow,Eurema mexicana,#N/A,19,0,,,,,,,,,,,,No
Flowers,Hellebores & Trilliums,Bronze-Bells,Anticlea occidentalis,#N/A,19,0,,,,,KR,7,,,,,,No
Flowers,Monkeyflowers,Erythranthe bergeri,Erythranthe bergeri,#N/A,19,0,,,,,,,,,,,,No
Flowers,Orchids,Yosemite Bog Orchid,Platanthera yosemitensis,#N/A,19,0,,,,,,,,,,,,No
Mammals,Squirrels,Uinta Chipmunk,Neotamias umbrinus,#N/A,19,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Fairview Slender Salamander,Batrachoseps bramei,#N/A,19,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Thompson's Monkeyflower,Diplacus thompsonii,#N/A,18,0,,,,,SNE,6,,,,,,No
Lizards,Collared Lizards,Cope's Leopard Lizard,Gambelia copeii,#N/A,18,0,,,,,,,,,,,,No
Flowers,Orchids,Clustered Lady's Slipper,Cypripedium fasciculatum,2025-08-03,130,0,,,,,,,,,,,,No
Flowers,Clarkia,Mosquin's Clarkia,Clarkia mosquinii,#N/A,17,0,,,,,,,,,,,,No
Flowers,Orchids,Centipede Grass Orchid,Zeuxine strateumatica,#N/A,17,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Wintu Shasta Salamander,Hydromantes wintu,#N/A,17,0,,,,,,,,,,,,No
Butterflies,Spread-wing Skippers,MacNeill's Sootywing,Hesperopsis gracielae,#N/A,16,0,,,,,,,,,,,,No
Birds,Other Birds,Gila Woodpecker,Melanerpes uropygialis,2023-05-04,128,0,,,,,,,,,,,,
Butterflies,Hairstreaks,Hoary Elfin,Callophrys polios,#N/A,15,0,,,,,,,,,,,,No
Dragonflies,Skimmers,Great Pondhawk,Erythemis vesiculosa,#N/A,15,0,,,,,,,,,,,,No
Flowers,Orchids,Slender Bog Orchid,Platanthera stricta,#N/A,14,0,,,,,,,,,,,,No
Flowers,True Lilies,Pilot Ridge Fawn Lily,Erythronium taylorii,#N/A,14,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Relictual Slender Salamander,Batrachoseps relictus,#N/A,14,0,,,,,,,,,,,,No
Flowers,Lobelias,Californian Lobelia,Downingia elegans,#N/A,13,0,,,,,,,,,,,,No
Lizards,Glass & Alligator Lizards,Temblor Legless Lizard,Anniella alexanderae,#N/A,13,0,,,,,,,,,,,,No
Dragonflies,Skimmers,White-faced Meadowhawk,Sympetrum obtrusum,2025-08-10,124,0,,,,,,,,,,,,No
Flowers,Larkspurs,Anderson's Larkspur,Delphinium andersonii,2025-05-17,124,0,,,,,,,,,,,,
Butterflies,Grass Skippers,Yuma Skipper,Ochlodes yuma,2024-08-25,123,99,,,,,,,,,,,,No
Dragonflies,Clubtails,Pale Snaketail,Ophiogomphus severus,#N/A,12,0,,,,,,,,,,,,No
Dragonflies,Skimmers,Striped Saddlebags,Tramea darwini,#N/A,12,0,,,,,,,,,,,,No
Flowers,Lobelias,Cardinal Flower,Lobelia cardinalis,#N/A,12,0,,,,,,,,,,,,No
Lizards,Night Lizards,Baja California Night Lizard,Xantusia wigginsi,#N/A,12,0,,,,,,,,,,,,No
Butterflies,Grass Skippers,Orange Skipperling,Oarisma aurantiaca,2023-11-25,120,0,,,,,,,,,,,,No
Lizards,Phrynosomatid Lizards,Yarrow's Spiny Lizard,Sceloporus jarrovii,#N/A,12,0,,,,,,,,,,,,No
Lizards,Phyllodactylid Geckos,Ringed Wall Gecko,Tarentola annularis,#N/A,12,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Kern Plateau Slender Salamander,Batrachoseps robustus,#N/A,12,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Kern Canyon Slender Salamander,Batrachoseps simatus,#N/A,12,0,,,,,,,,,,,,No
Butterflies,Hairstreaks,Silver-banded Hairstreak,Chlorostrymon simaethis,#N/A,11,0,,,,,,,,,,,,No
Butterflies,Hairstreaks,Sheridan's Hairstreak,Callophrys sheridanii,2025-05-19,114,0,,,,,,,,,,,,No
Flowers,Lobelias,Cascade Calicoflower,Downingia yina,#N/A,11,0,,,,,,,,,,,,No
Lizards,Eyelid Geckos,Barefoot Banded Gecko,Coleonyx switaki,#N/A,11,0,,,,,,,,,,,,No
Dragonflies,Darners,Canada Darner,Aeshna canadensis,#N/A,10,0,,,,,,,,,,,,No
Flowers,Clarkia,Northern Clarkia,Clarkia borealis,#N/A,10,0,,,,,,,,,,,,No
Butterflies,Hairstreaks,Sagebrush Sooty Hairstreak,Satyrium semiluna,2023-08-06,111,0,,,,,,,,,,,,No
Flowers,Clarkia,Merced Clarkia,Clarkia lingulata,#N/A,10,0,,,,,,,,,,,,No
Moths,Sphinx Moths,Eurasian Hummingbird Hawkmoth,Macroglossum stellatarum,2023-08-30,110,51,,,,,,,,,,,,No
Flowers,Monkeyflowers,Egg Lake Monkeyflower,Diplacus pygmaeus,#N/A,10,0,,,,,,,,,,,,No
Lizards,Glass & Alligator Lizards,Panamint Alligator Lizard,Elgaria panamintina,#N/A,10,0,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Kings River Slender Salamander,Batrachoseps regius,#N/A,10,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Red Bush Monkeyflower,Diplacus puniceus,#N/A,"9,249",1,,,,,SCo,4,,,,,,No
Flowers,Mariposa Lilies,Yellow Star-Tulip,Calochortus monophyllus,#N/A,"2,587",1,,,,Western slope of Sierras,,,,,,,,No
Salamanders,Newts,Sierra Newt,Taricha sierrae,#N/A,"2,391",1,,,,Western slope of Sierras,,,,,,,,No
Snakes,Boas,Coastal Rosy Boa,Lichanura orcutti,#N/A,"2,294",1,,,,,PR,"4,5",,,,,,No
Birds,Other Birds,Spotted Dove,Spilopelia chinensis,2022-03-14,107,0,,,,,,,,,,,,
Dragonflies,Skimmers,Hudsonian Whiteface,Leucorrhinia hudsonica,2023-08-06,107,0,,,,,,,,,,,,No
Lizards,Collared Lizards,Desert Collared Lizard,Crotaphytus bicinctores,#N/A,"1,192",1,,,,,SNE,6,,,,,,No
Nudibranchs,Doridina,Two-spotted Dorid,Thordisa bimaculata,#N/A,733,1,,,,,,,,,,,,Yes
Nudibranchs,Cladobranchia,Stearns' Aeolid,Austraeolis stearnsi,#N/A,710,1,,,,,,,,,,,,Yes
Mammals,Squirrels,Least Chipmunk,Neotamias minimus,2023-10-14,105,0,,,,,,,,,,,,No
Flowers,Clarkia,Speckled Clarkia,Clarkia cylindrica,#N/A,704,1,,,,,,,,,,,,No
Mammals,Squirrels,Humboldt's Flying Squirrel,Glaucomys oregonensis,#N/A,660,1,,,,,,,,,,,,No
Moths,Sphinx Moths,Pink-spotted Hawkmoth,Agrius cingulata,#N/A,197,1,,,,,,,,,,,,No
Damselflies,Narrow-winged,Desert Forktail,Ischnura barberi,#N/A,189,1,,,,,,,,,,,,No
Mammals,Mustelids,Fisher,Pekania pennanti,#N/A,98,1,,,,,,,,,,,,No
Butterflies,Satyrs & Morphos,Chryxus Arctic,Oeneis chryxus,2024-07-17,102,0,,,,,,,,,,,,No
Flowers,Threadplants,Badger Flat Threadplant,Nemacladus inyoensis,2026-06-11,102,0,,,,,SNE,6,,,,,,No
Lizards,Phrynosomatid Lizards,Ornate Tree Lizard,Urosaurus ornatus,#N/A,76,1,,,,,,,,,,,,No
Nudibranchs,Cladobranchia,Pink Tritonid,Tritonia exsulans,#N/A,57,1,,,,,,,,,,,,Yes
Mammals,Mountain Beavers,Mountain Beaver,Aplodontia rufa,#N/A,36,1,,,,,,,,,,,,No
Mammals,Eared Seals,Guadalupe Fur Seal,Arctocephalus townsendi,2023-09-16,100,86,,,,,,,,,,,,Yes
Mammals,Squirrels,Yellow-cheeked Chipmunk,Neotamias ochrogenys,2026-04-26,99,22,,,,,,,,,,,,No
Butterflies,Grass Skippers,Common Roadside-Skipper,Amblyscirtes vialis,#N/A,32,1,,,,,,,,,,,,No
Damselflies,Narrow-winged,Boreal Bluet,Enallagma boreale,#N/A,29,1,,,,,,,,,,,,No
Flowers,Monkeyflowers,Parry Monkeyflower,Diplacus parryi,2026-06-11,99,0,,,,,SNE,6,,,,,,No
Lizards,Typical Geckos,Tropical House Gecko,Hemidactylus mabouia,#N/A,26,1,,,,,,,,,,,,No
Flowers,Mariposa Lilies,Clubhair Mariposa Lily,Calochortus clavatus,#N/A,"2,296",2,,,,,,,,,,,,No
Lizards,Anoles,Green Anole,Anolis carolinensis,#N/A,"1,744",2,,,,San Diego,,,,,,,,No
Butterflies,Hairstreaks,Juniper Hairstreak,Callophrys gryneus,#N/A,"1,072",2,,,,,,,,,,,,No
Butterflies,Grass Skippers,Lindsey's Skipper,Hesperia lindseyi,2025-06-21,97,62,,,,,,,,,,,,No
Butterflies,Swallowtails,Black Swallowtail,Papilio polyxenes,#N/A,995,2,,,,,,,,,,,,No
Flowers,Clarkia,Canyon Clarkia,Clarkia epilobioides,#N/A,551,2,,,,,,,,,,,,No
Dragonflies,Skimmers,Black Meadowhawk,Sympetrum danae,2023-09-06,96,0,,,,,,,,,,,,No
Nudibranchs,Cladobranchia,Striped Nudibranch,Armina californica,#N/A,543,2,,,,,,,,,,,,Yes
Flowers,Hellebores & Trilliums,Narrowpetal Wakerobin,Trillium angustipetalum,#N/A,416,2,,,,,,,,,,,,No
Flowers,Beardtongues,Azure Penstemon,Penstemon azureus,#N/A,356,2,,,,,,,,,,,,
Dragonflies,Clubtails,White-belted Ringtail,Erpetogomphus compositus,#N/A,208,2,,,,,,,,,,,,No
Butterflies,Spread-wing Skippers,Pacuvius Duskywing,Erynnis pacuvius,#N/A,201,2,,,,,,,,,,,,No
Butterflies,Spread-wing Skippers,Persius Duskywing,Erynnis persius,2024-07-18,93,4,,,,,,,,,,,,No
Dragonflies,Skimmers,Hoary Skimmer,Libellula nodisticta,#N/A,192,2,,,,,SNE,6,,,,,,No
